,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
271,0.569,0.865,6,-4.997,0,0.0505,0.0362,0,0.168,0.516,90.014,audio_features,6Jg3xcScQ00BiVMKM915yL,spotify:track:6Jg3xcScQ00BiVMKM915yL,https://api.spotify.com/v1/tracks/6Jg3xcScQ00BiVMKM915yL,https://api.spotify.com/v1/audio-analysis/6Jg3xcScQ00BiVMKM915yL,176762,4
272,,,,,,,,,,,,,,,,,,
273,0.687,0.716,5,-5.997,0,0.0447,0.0318,0,0.329,0.642,123.905,audio_features,6IiZBBFqyyK3CLo9BqmmAH,spotify:track:6IiZBBFqyyK3CLo9BqmmAH,https://api.spotify.com/v1/tracks/6IiZBBFqyyK3CLo9BqmmAH,https://api.spotify.com/v1/audio-analysis/6IiZBBFqyyK3CLo9BqmmAH,179995,4
274,,,,,,,,,,,,,,,,,,
275,0.624,0.889,10,-4.482,0,0.212,0.107,0,0.205,0.561,135.996,audio_features,0LUwe0PKdjLtAoq4uRIGzT,spotify:track:0LUwe0PKdjLtAoq4uRIGzT,https://api.spotify.com/v1/tracks/0LUwe0PKdjLtAoq4uRIGzT,https://api.spotify.com/v1/audio-analysis/0LUwe0PKdjLtAoq4uRIGzT,183600,4
276,0.747,0.967,5,-3.691,1,0.0561,0.133,2.54e-05,0.0831,0.874,115.021,audio_features,3SxMoYjub3X3q5hJm9ZPyM,spotify:track:3SxMoYjub3X3q5hJm9ZPyM,https://api.spotify.com/v1/tracks/3SxMoYjub3X3q5hJm9ZPyM,https://api.spotify.com/v1/audio-analysis/3SxMoYjub3X3q5hJm9ZPyM,183438,4
277,0.683,0.665,8,-8.405,0,0.0499,0.00287,0,0.0839,0.667,127.968,audio_features,2RXAceow4zcK8jRSIdfbeH,spotify:track:2RXAceow4zcK8jRSIdfbeH,https://api.spotify.com/v1/tracks/2RXAceow4zcK8jRSIdfbeH,https://api.spotify.com/v1/audio-analysis/2RXAceow4zcK8jRSIdfbeH,187106,4
278,0.576,0.785,2,-5.359,0,0.0295,0.62,4.26e-05,0.233,0.674,107.996,audio_features,2rzWSywjwzbysCmdOzssFR,spotify:track:2rzWSywjwzbysCmdOzssFR,https://api.spotify.com/v1/tracks/2rzWSywjwzbysCmdOzssFR,https://api.spotify.com/v1/audio-analysis/2rzWSywjwzbysCmdOzssFR,182640,4
279,,,,,,,,,,,,,,,,,,
280,0.717,0.855,5,-4.474,1,0.0302,0.0215,0.00024,0.0466,0.633,130.091,audio_features,32e6HtEtm1N8MEcvV4Mq6k,spotify:track:32e6HtEtm1N8MEcvV4Mq6k,https://api.spotify.com/v1/tracks/32e6HtEtm1N8MEcvV4Mq6k,https://api.spotify.com/v1/audio-analysis/32e6HtEtm1N8MEcvV4Mq6k,179973,4
281,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,
286,0.518,0.558,8,-5.988,1,0.0277,0.739,4.54e-06,0.0875,0.572,95.228,audio_features,1SmtEzPZF7FucrJDAYG4xC,spotify:track:1SmtEzPZF7FucrJDAYG4xC,https://api.spotify.com/v1/tracks/1SmtEzPZF7FucrJDAYG4xC,https://api.spotify.com/v1/audio-analysis/1SmtEzPZF7FucrJDAYG4xC,208767,3
287,,,,,,,,,,,,,,,,,,
288,0.684,0.796,9,-5.425,0,0.068,6.59e-05,0.0299,0.126,0.379,127.988,audio_features,11HGVXkQeb543M75hMBnOM,spotify:track:11HGVXkQeb543M75hMBnOM,https://api.spotify.com/v1/tracks/11HGVXkQeb543M75hMBnOM,https://api.spotify.com/v1/audio-analysis/11HGVXkQeb543M75hMBnOM,214000,4
289,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,
291,0.584,0.966,11,-2.488,0,0.0498,0.00168,0.00694,0.094,0.559,140.066,audio_features,5wWBhkYsdktIIkRHAHzZAx,spotify:track:5wWBhkYsdktIIkRHAHzZAx,https://api.spotify.com/v1/tracks/5wWBhkYsdktIIkRHAHzZAx,https://api.spotify.com/v1/audio-analysis/5wWBhkYsdktIIkRHAHzZAx,231560,4
292,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,
296,0.435,0.589,1,-5.793,0,0.0367,0.65,0,0.36,0.329,69.943,audio_features,6Aj4aFFUNpLdanLlxIJ2v5,spotify:track:6Aj4aFFUNpLdanLlxIJ2v5,https://api.spotify.com/v1/tracks/6Aj4aFFUNpLdanLlxIJ2v5,https://api.spotify.com/v1/audio-analysis/6Aj4aFFUNpLdanLlxIJ2v5,182707,3
297,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,
301,0.706,0.699,6,-12.515,0,0.0512,0.0501,1.07e-06,0.0692,0.753,127.953,audio_features,5devjcsxeVnwYQbaYJ2Ewx,spotify:track:5devjcsxeVnwYQbaYJ2Ewx,https://api.spotify.com/v1/tracks/5devjcsxeVnwYQbaYJ2Ewx,https://api.spotify.com/v1/audio-analysis/5devjcsxeVnwYQbaYJ2Ewx,178880,4
302,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,
304,0.78,0.798,1,-4.853,1,0.041,0.292,1.91e-05,0.116,0.905,110.979,audio_features,1E6EOpzAkHbKAMZscImC41,spotify:track:1E6EOpzAkHbKAMZscImC41,https://api.spotify.com/v1/tracks/1E6EOpzAkHbKAMZscImC41,https://api.spotify.com/v1/audio-analysis/1E6EOpzAkHbKAMZscImC41,182587,4
305,0.861,0.866,10,-5.446,0,0.181,0.0146,0.000116,0.0591,0.823,97.013,audio_features,7wUKRQMHG0fI3DBzi6Tp29,spotify:track:7wUKRQMHG0fI3DBzi6Tp29,https://api.spotify.com/v1/tracks/7wUKRQMHG0fI3DBzi6Tp29,https://api.spotify.com/v1/audio-analysis/7wUKRQMHG0fI3DBzi6Tp29,173720,4
306,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,
315,0.31,0.767,0,-3.067,0,0.0552,0.718,1.32e-06,0.343,0.373,123.925,audio_features,5TyLmF69awrR61SO4v0NT4,spotify:track:5TyLmF69awrR61SO4v0NT4,https://api.spotify.com/v1/tracks/5TyLmF69awrR61SO4v0NT4,https://api.spotify.com/v1/audio-analysis/5TyLmF69awrR61SO4v0NT4,183760,4
316,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,
318,0.558,0.833,9,-5.217,1,0.0605,0.00185,1.68e-06,0.05,0.942,172.069,audio_features,1t2zJs2ukKjrVNGQgot9bk,spotify:track:1t2zJs2ukKjrVNGQgot9bk,https://api.spotify.com/v1/tracks/1t2zJs2ukKjrVNGQgot9bk,https://api.spotify.com/v1/audio-analysis/1t2zJs2ukKjrVNGQgot9bk,180387,4
319,,,,,,,,,,,,,,,,,,
320,0.638,0.853,1,-3.839,0,0.0308,0.0151,0,0.0843,0.823,133.997,audio_features,45DP2cidC1BdeIU0WmjIYY,spotify:track:45DP2cidC1BdeIU0WmjIYY,https://api.spotify.com/v1/tracks/45DP2cidC1BdeIU0WmjIYY,https://api.spotify.com/v1/audio-analysis/45DP2cidC1BdeIU0WmjIYY,175773,4
321,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,
323,0.716,0.947,0,-2.503,0,0.0533,0.00202,8.09e-06,0.337,0.571,128.024,audio_features,6UYZElHRYzX5cCnROcG7QX,spotify:track:6UYZElHRYzX5cCnROcG7QX,https://api.spotify.com/v1/tracks/6UYZElHRYzX5cCnROcG7QX,https://api.spotify.com/v1/audio-analysis/6UYZElHRYzX5cCnROcG7QX,200859,4
324,0.586,0.652,9,-3.609,1,0.0427,0.0812,0,0.107,0.599,133.87,audio_features,1mPCxdc4hpJ8r2qPnyMYcW,spotify:track:1mPCxdc4hpJ8r2qPnyMYcW,https://api.spotify.com/v1/tracks/1mPCxdc4hpJ8r2qPnyMYcW,https://api.spotify.com/v1/audio-analysis/1mPCxdc4hpJ8r2qPnyMYcW,177867,4
325,0.274,0.529,2,-6.772,0,0.0449,0.71,0,0.22,0.348,80.51,audio_features,1ue71r2sNUvl4LSqvgVVcZ,spotify:track:1ue71r2sNUvl4LSqvgVVcZ,https://api.spotify.com/v1/tracks/1ue71r2sNUvl4LSqvgVVcZ,https://api.spotify.com/v1/audio-analysis/1ue71r2sNUvl4LSqvgVVcZ,182533,4
326,0.725,0.959,0,-5.267,1,0.0566,0.00523,0.0082,0.283,0.965,144.031,audio_features,3ve2mVR6BkXuNWfHVoA5yu,spotify:track:3ve2mVR6BkXuNWfHVoA5yu,https://api.spotify.com/v1/tracks/3ve2mVR6BkXuNWfHVoA5yu,https://api.spotify.com/v1/audio-analysis/3ve2mVR6BkXuNWfHVoA5yu,179893,4
327,0.575,0.922,8,-4.044,1,0.197,0.0188,0,0.0664,0.367,137.986,audio_features,4OT9lDdobsAPaKgtiUhIpv,spotify:track:4OT9lDdobsAPaKgtiUhIpv,https://api.spotify.com/v1/tracks/4OT9lDdobsAPaKgtiUhIpv,https://api.spotify.com/v1/audio-analysis/4OT9lDdobsAPaKgtiUhIpv,184547,4
328,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,
331,0.436,0.439,7,-12.001,0,0.03,0.717,1.22e-05,0.137,0.397,167.97,audio_features,6COUoYEPyrdfwSSsAZXoYt,spotify:track:6COUoYEPyrdfwSSsAZXoYt,https://api.spotify.com/v1/tracks/6COUoYEPyrdfwSSsAZXoYt,https://api.spotify.com/v1/audio-analysis/6COUoYEPyrdfwSSsAZXoYt,180413,4
332,,,,,,,,,,,,,,,,,,
333,0.552,0.585,11,-4.95,0,0.0281,0.53,0,0.132,0.289,80.536,audio_features,2dMGxoGXtapU26WYizhFjl,spotify:track:2dMGxoGXtapU26WYizhFjl,https://api.spotify.com/v1/tracks/2dMGxoGXtapU26WYizhFjl,https://api.spotify.com/v1/audio-analysis/2dMGxoGXtapU26WYizhFjl,191293,4
334,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,
340,0.649,0.864,2,-5.142,1,0.0282,0.243,0,0.203,0.737,120.974,audio_features,5EEiZp74udn1TOG6ty9Pq6,spotify:track:5EEiZp74udn1TOG6ty9Pq6,https://api.spotify.com/v1/tracks/5EEiZp74udn1TOG6ty9Pq6,https://api.spotify.com/v1/audio-analysis/5EEiZp74udn1TOG6ty9Pq6,179787,4
341,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,
344,0.676,0.906,9,-5.845,1,0.0315,0.185,0,0.0837,0.641,130.032,audio_features,17SxtluFIibupyH59gAnuS,spotify:track:17SxtluFIibupyH59gAnuS,https://api.spotify.com/v1/tracks/17SxtluFIibupyH59gAnuS,https://api.spotify.com/v1/audio-analysis/17SxtluFIibupyH59gAnuS,181933,4
345,0.465,0.459,6,-8.137,0,0.0351,0.883,0.000173,0.0692,0.288,90.807,audio_features,0xDQnj1CobUOFmVsovknB1,spotify:track:0xDQnj1CobUOFmVsovknB1,https://api.spotify.com/v1/tracks/0xDQnj1CobUOFmVsovknB1,https://api.spotify.com/v1/audio-analysis/0xDQnj1CobUOFmVsovknB1,181440,4
346,0.738,0.707,6,-5.964,1,0.0784,0.0188,0,0.0725,0.626,130.003,audio_features,2QNb0E7tUeL5fCQFY5Pf02,spotify:track:2QNb0E7tUeL5fCQFY5Pf02,https://api.spotify.com/v1/tracks/2QNb0E7tUeL5fCQFY5Pf02,https://api.spotify.com/v1/audio-analysis/2QNb0E7tUeL5fCQFY5Pf02,151533,4
347,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,
349,0.595,0.93,3,-6.49,1,0.0365,0.000516,0.00925,0.349,0.694,122.993,audio_features,0YbGwvrS8Mp1BrdsF33fFH,spotify:track:0YbGwvrS8Mp1BrdsF33fFH,https://api.spotify.com/v1/tracks/0YbGwvrS8Mp1BrdsF33fFH,https://api.spotify.com/v1/audio-analysis/0YbGwvrS8Mp1BrdsF33fFH,183080,4
350,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,
352,0.741,0.89,7,-3.91,1,0.0642,0.188,1.31e-06,0.0835,0.77,106.047,audio_features,3pfBXeCurFSU3e896fXVLm,spotify:track:3pfBXeCurFSU3e896fXVLm,https://api.spotify.com/v1/tracks/3pfBXeCurFSU3e896fXVLm,https://api.spotify.com/v1/audio-analysis/3pfBXeCurFSU3e896fXVLm,177987,4
353,0.483,0.447,7,-9.028,1,0.0277,0.512,5.15e-06,0.0938,0.321,74.125,audio_features,4U7WC5GYgDSFo5pKKoUq7u,spotify:track:4U7WC5GYgDSFo5pKKoUq7u,https://api.spotify.com/v1/tracks/4U7WC5GYgDSFo5pKKoUq7u,https://api.spotify.com/v1/audio-analysis/4U7WC5GYgDSFo5pKKoUq7u,168800,4
354,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,
357,0.683,0.803,9,-5.693,1,0.0415,0.439,9.72e-06,0.0726,0.579,140.066,audio_features,1MaUE0VmsQwA0ktD0KDjv4,spotify:track:1MaUE0VmsQwA0ktD0KDjv4,https://api.spotify.com/v1/tracks/1MaUE0VmsQwA0ktD0KDjv4,https://api.spotify.com/v1/audio-analysis/1MaUE0VmsQwA0ktD0KDjv4,204893,4
358,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,
375,0.775,0.744,6,-5.687,0,0.0366,0.197,7.99e-05,0.0261,0.963,112.993,audio_features,6LkCvCc9oFoLDv4DLhzTox,spotify:track:6LkCvCc9oFoLDv4DLhzTox,https://api.spotify.com/v1/tracks/6LkCvCc9oFoLDv4DLhzTox,https://api.spotify.com/v1/audio-analysis/6LkCvCc9oFoLDv4DLhzTox,175067,4
376,0.531,0.823,2,-6.362,0,0.0386,6.84e-05,0.000189,0.261,0.39,112.98,audio_features,6DYiyz19lGZojZFyj1OIfZ,spotify:track:6DYiyz19lGZojZFyj1OIfZ,https://api.spotify.com/v1/tracks/6DYiyz19lGZojZFyj1OIfZ,https://api.spotify.com/v1/audio-analysis/6DYiyz19lGZojZFyj1OIfZ,199707,4
377,,,,,,,,,,,,,,,,,,
378,0.619,0.676,2,-6.321,1,0.0542,0.279,0,0.0682,0.425,127.027,audio_features,0zOVfyrwPS7FY7REBQDlvD,spotify:track:0zOVfyrwPS7FY7REBQDlvD,https://api.spotify.com/v1/tracks/0zOVfyrwPS7FY7REBQDlvD,https://api.spotify.com/v1/audio-analysis/0zOVfyrwPS7FY7REBQDlvD,182147,4
379,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,
381,0.736,0.943,9,-6.649,0,0.13,0.206,0,0.301,0.748,102.005,audio_features,7htPtEKuXTDQdUfpz6h2XO,spotify:track:7htPtEKuXTDQdUfpz6h2XO,https://api.spotify.com/v1/tracks/7htPtEKuXTDQdUfpz6h2XO,https://api.spotify.com/v1/audio-analysis/7htPtEKuXTDQdUfpz6h2XO,179061,4
382,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,
385,0.556,0.735,1,-4.115,0,0.0314,0.472,0.000226,0.148,0.526,101.002,audio_features,7JmOLZXjPRADNG2ueAMJ0Z,spotify:track:7JmOLZXjPRADNG2ueAMJ0Z,https://api.spotify.com/v1/tracks/7JmOLZXjPRADNG2ueAMJ0Z,https://api.spotify.com/v1/audio-analysis/7JmOLZXjPRADNG2ueAMJ0Z,181253,4
386,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,
390,0.649,0.919,0,-3.778,1,0.0768,0.174,3.64e-06,0.0519,0.684,171.991,audio_features,1Lav2Z3RKu71MJLIjQz4dQ,spotify:track:1Lav2Z3RKu71MJLIjQz4dQ,https://api.spotify.com/v1/tracks/1Lav2Z3RKu71MJLIjQz4dQ,https://api.spotify.com/v1/audio-analysis/1Lav2Z3RKu71MJLIjQz4dQ,183200,4
391,,,,,,,,,,,,,,,,,,
392,0.762,0.753,1,-7.71,1,0.0412,0.00209,0.000284,0.0879,0.635,134.019,audio_features,2wdhxJI8rvKq1VCRZsiEuA,spotify:track:2wdhxJI8rvKq1VCRZsiEuA,https://api.spotify.com/v1/tracks/2wdhxJI8rvKq1VCRZsiEuA,https://api.spotify.com/v1/audio-analysis/2wdhxJI8rvKq1VCRZsiEuA,174960,4
393,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
398,0.477,0.498,11,-7.952,1,0.0307,0.641,1.28e-06,0.168,0.361,147.988,audio_features,2w7K4PVdNAaGWwY9wlGzrb,spotify:track:2w7K4PVdNAaGWwY9wlGzrb,https://api.spotify.com/v1/tracks/2w7K4PVdNAaGWwY9wlGzrb,https://api.spotify.com/v1/audio-analysis/2w7K4PVdNAaGWwY9wlGzrb,184960,4
399,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,
406,0.798,0.496,4,-9.867,1,0.337,0.0208,0.000262,0.0651,0.881,172.645,audio_features,4icOtq9jmgpmURhMRv0ZRN,spotify:track:4icOtq9jmgpmURhMRv0ZRN,https://api.spotify.com/v1/tracks/4icOtq9jmgpmURhMRv0ZRN,https://api.spotify.com/v1/audio-analysis/4icOtq9jmgpmURhMRv0ZRN,180400,4
407,0.596,0.837,2,-5.923,1,0.0433,0.115,0,0.171,0.663,103.945,audio_features,0ZO6ZOgVzJyZbmauzo5HEK,spotify:track:0ZO6ZOgVzJyZbmauzo5HEK,https://api.spotify.com/v1/tracks/0ZO6ZOgVzJyZbmauzo5HEK,https://api.spotify.com/v1/audio-analysis/0ZO6ZOgVzJyZbmauzo5HEK,205173,4
408,0.799,0.741,4,-7.341,0,0.207,0.0569,0.00146,0.342,0.587,95.02,audio_features,6eSegCmgoWltb2VKsXmLOa,spotify:track:6eSegCmgoWltb2VKsXmLOa,https://api.spotify.com/v1/tracks/6eSegCmgoWltb2VKsXmLOa,https://api.spotify.com/v1/audio-analysis/6eSegCmgoWltb2VKsXmLOa,181627,4
409,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,
411,0.512,0.534,5,-6.332,1,0.0283,0.123,0,0.106,0.333,125.974,audio_features,3hXedzb7JJIYiyowOCxwJL,spotify:track:3hXedzb7JJIYiyowOCxwJL,https://api.spotify.com/v1/tracks/3hXedzb7JJIYiyowOCxwJL,https://api.spotify.com/v1/audio-analysis/3hXedzb7JJIYiyowOCxwJL,217013,4
412,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,
415,0.657,0.805,10,-5.517,0,0.0328,0.0193,4.92e-05,0.418,0.662,136.019,audio_features,4MuQWNaW51V9LRocFQUZRU,spotify:track:4MuQWNaW51V9LRocFQUZRU,https://api.spotify.com/v1/tracks/4MuQWNaW51V9LRocFQUZRU,https://api.spotify.com/v1/audio-analysis/4MuQWNaW51V9LRocFQUZRU,182507,4
416,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,
426,0.553,0.808,7,-6.178,0,0.0312,0.169,0,0.158,0.671,85.034,audio_features,3z6rnKobVgVCYIDy43MU7z,spotify:track:3z6rnKobVgVCYIDy43MU7z,https://api.spotify.com/v1/tracks/3z6rnKobVgVCYIDy43MU7z,https://api.spotify.com/v1/audio-analysis/3z6rnKobVgVCYIDy43MU7z,247933,4
427,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,
442,0.708,0.941,3,-4.237,0,0.0505,0.283,0,0.144,0.753,137.959,audio_features,2GrL18XXUxfzIWNdDLq32d,spotify:track:2GrL18XXUxfzIWNdDLq32d,https://api.spotify.com/v1/tracks/2GrL18XXUxfzIWNdDLq32d,https://api.spotify.com/v1/audio-analysis/2GrL18XXUxfzIWNdDLq32d,183480,4
443,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,
450,0.726,0.759,2,-3.677,1,0.0279,0.411,0,0.135,0.453,104.991,audio_features,6rF1ZmDKZKhEv49l2OrYCl,spotify:track:6rF1ZmDKZKhEv49l2OrYCl,https://api.spotify.com/v1/tracks/6rF1ZmDKZKhEv49l2OrYCl,https://api.spotify.com/v1/audio-analysis/6rF1ZmDKZKhEv49l2OrYCl,181133,4
451,,,,,,,,,,,,,,,,,,
452,0.574,0.874,2,-6.507,1,0.0416,0.00204,0,0.309,0.76,140.045,audio_features,5Wuo6QOB41oIC4qVVteZ4O,spotify:track:5Wuo6QOB41oIC4qVVteZ4O,https://api.spotify.com/v1/tracks/5Wuo6QOB41oIC4qVVteZ4O,https://api.spotify.com/v1/audio-analysis/5Wuo6QOB41oIC4qVVteZ4O,182067,3
453,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,
461,0.601,0.864,1,-2.635,0,0.0383,0.0608,0,0.243,0.561,136.961,audio_features,4W7sgrHikz4hbndXFQJzBu,spotify:track:4W7sgrHikz4hbndXFQJzBu,https://api.spotify.com/v1/tracks/4W7sgrHikz4hbndXFQJzBu,https://api.spotify.com/v1/audio-analysis/4W7sgrHikz4hbndXFQJzBu,187093,4
462,0.762,0.727,10,-7.329,0,0.065,0.11,0,0.141,0.873,120.002,audio_features,02AK9DE6ttEbcFxMOim4YZ,spotify:track:02AK9DE6ttEbcFxMOim4YZ,https://api.spotify.com/v1/tracks/02AK9DE6ttEbcFxMOim4YZ,https://api.spotify.com/v1/audio-analysis/02AK9DE6ttEbcFxMOim4YZ,198800,4
463,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,
467,0.589,0.902,4,-3.725,0,0.047,0.000698,0.00025,0.0795,0.374,104.965,audio_features,0so2Jlze25HJtPYZnEUMzr,spotify:track:0so2Jlze25HJtPYZnEUMzr,https://api.spotify.com/v1/tracks/0so2Jlze25HJtPYZnEUMzr,https://api.spotify.com/v1/audio-analysis/0so2Jlze25HJtPYZnEUMzr,213063,4
468,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,
473,0.369,0.742,8,-4.402,1,0.0373,0.575,1.69e-05,0.314,0.327,150.675,audio_features,0MAoOpiamwvXSEgcWkeII2,spotify:track:0MAoOpiamwvXSEgcWkeII2,https://api.spotify.com/v1/tracks/0MAoOpiamwvXSEgcWkeII2,https://api.spotify.com/v1/audio-analysis/0MAoOpiamwvXSEgcWkeII2,248893,4
474,,,,,,,,,,,,,,,,,,
475,0.669,0.951,9,-5.182,0,0.0773,0.148,0,0.0699,0.646,125.926,audio_features,2dJi1tkuF6TuAFheolHGTP,spotify:track:2dJi1tkuF6TuAFheolHGTP,https://api.spotify.com/v1/tracks/2dJi1tkuF6TuAFheolHGTP,https://api.spotify.com/v1/audio-analysis/2dJi1tkuF6TuAFheolHGTP,175987,4
476,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,
479,0.645,0.876,10,-6.574,1,0.0402,0.0148,0.000918,0.394,0.657,134.995,audio_features,4OxAOffBcJqxGFn9R5KxYV,spotify:track:4OxAOffBcJqxGFn9R5KxYV,https://api.spotify.com/v1/tracks/4OxAOffBcJqxGFn9R5KxYV,https://api.spotify.com/v1/audio-analysis/4OxAOffBcJqxGFn9R5KxYV,187533,4
480,0.693,0.87,8,-9.059,1,0.0277,0.31,0,0.461,0.492,132.06,audio_features,7fO3HXWov7lRzyjlr3CVLs,spotify:track:7fO3HXWov7lRzyjlr3CVLs,https://api.spotify.com/v1/tracks/7fO3HXWov7lRzyjlr3CVLs,https://api.spotify.com/v1/audio-analysis/7fO3HXWov7lRzyjlr3CVLs,167813,4
481,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,
485,0.656,0.907,11,-3.985,1,0.0299,0.319,0,0.0849,0.926,105.0,audio_features,6GViWczPtH2ky3RBYycDhI,spotify:track:6GViWczPtH2ky3RBYycDhI,https://api.spotify.com/v1/tracks/6GViWczPtH2ky3RBYycDhI,https://api.spotify.com/v1/audio-analysis/6GViWczPtH2ky3RBYycDhI,183280,4
486,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,
