,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
117,,,,,,,,,,,,,,,,,,
118,0.225,0.602,2,-7.384,0,0.0447,0.178,0,0.409,0.305,68.956,audio_features,2fBHIfKDD61I5G10SPBOuJ,spotify:track:2fBHIfKDD61I5G10SPBOuJ,https://api.spotify.com/v1/tracks/2fBHIfKDD61I5G10SPBOuJ,https://api.spotify.com/v1/audio-analysis/2fBHIfKDD61I5G10SPBOuJ,167794,3
119,,,,,,,,,,,,,,,,,,
120,0.608,0.857,1,-4.464,1,0.0899,0.00321,8.25e-05,0.149,0.811,172.033,audio_features,7Jw44GPatR76FwBwVIqdcg,spotify:track:7Jw44GPatR76FwBwVIqdcg,https://api.spotify.com/v1/tracks/7Jw44GPatR76FwBwVIqdcg,https://api.spotify.com/v1/audio-analysis/7Jw44GPatR76FwBwVIqdcg,192919,4
121,,,,,,,,,,,,,,,,,,
122,0.448,0.292,7,-10.178,0,0.0496,0.122,0.016,0.119,0.157,144.419,audio_features,1hWgnVgAhxwP2YDLWeh8xh,spotify:track:1hWgnVgAhxwP2YDLWeh8xh,https://api.spotify.com/v1/tracks/1hWgnVgAhxwP2YDLWeh8xh,https://api.spotify.com/v1/audio-analysis/1hWgnVgAhxwP2YDLWeh8xh,199784,5
123,0.559,0.595,4,-6.075,1,0.0275,0.299,0,0.112,0.161,97.973,audio_features,3MHTqwEVB3fRhlp0Ebwer3,spotify:track:3MHTqwEVB3fRhlp0Ebwer3,https://api.spotify.com/v1/tracks/3MHTqwEVB3fRhlp0Ebwer3,https://api.spotify.com/v1/audio-analysis/3MHTqwEVB3fRhlp0Ebwer3,179328,4
124,,,,,,,,,,,,,,,,,,
125,0.33,0.181,2,-10.579,1,0.0354,0.839,0,0.18,0.238,174.051,audio_features,1tZjWXMJhOoi8BUeICyEeM,spotify:track:1tZjWXMJhOoi8BUeICyEeM,https://api.spotify.com/v1/tracks/1tZjWXMJhOoi8BUeICyEeM,https://api.spotify.com/v1/audio-analysis/1tZjWXMJhOoi8BUeICyEeM,184520,3
126,,,,,,,,,,,,,,,,,,
127,0.483,0.672,2,-5.137,1,0.04,0.0602,4.51e-05,0.306,0.194,106.232,audio_features,3XhbPuJJG3MlAP2exjHoVy,spotify:track:3XhbPuJJG3MlAP2exjHoVy,https://api.spotify.com/v1/tracks/3XhbPuJJG3MlAP2exjHoVy,https://api.spotify.com/v1/audio-analysis/3XhbPuJJG3MlAP2exjHoVy,179220,4
128,0.43,0.664,7,-3.958,1,0.0293,0.18,0,0.169,0.324,76.101,audio_features,6VlxdfLIfqf7saVOuerWyR,spotify:track:6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/tracks/6VlxdfLIfqf7saVOuerWyR,https://api.spotify.com/v1/audio-analysis/6VlxdfLIfqf7saVOuerWyR,180382,4
129,,,,,,,,,,,,,,,,,,
130,0.456,0.604,1,-6.361,1,0.0294,0.0595,0.000128,0.153,0.154,142.241,audio_features,4IzDqftkFXUR8G2vaTd3Rb,spotify:track:4IzDqftkFXUR8G2vaTd3Rb,https://api.spotify.com/v1/tracks/4IzDqftkFXUR8G2vaTd3Rb,https://api.spotify.com/v1/audio-analysis/4IzDqftkFXUR8G2vaTd3Rb,224680,4
131,,,,,,,,,,,,,,,,,,
132,0.804,0.797,1,-4.148,0,0.0675,0.178,0,0.0731,0.894,95.028,audio_features,4g7dROdE3ceRrBqmXR5TNF,spotify:track:4g7dROdE3ceRrBqmXR5TNF,https://api.spotify.com/v1/tracks/4g7dROdE3ceRrBqmXR5TNF,https://api.spotify.com/v1/audio-analysis/4g7dROdE3ceRrBqmXR5TNF,176901,4
133,,,,,,,,,,,,,,,,,,
134,0.707,0.931,7,-5.374,1,0.0897,0.11,0,0.262,0.762,108.107,audio_features,6ZAi2xX3hauYCgr1QS21h3,spotify:track:6ZAi2xX3hauYCgr1QS21h3,https://api.spotify.com/v1/tracks/6ZAi2xX3hauYCgr1QS21h3,https://api.spotify.com/v1/audio-analysis/6ZAi2xX3hauYCgr1QS21h3,166050,4
135,0.348,0.201,9,-10.911,1,0.037,0.864,2.14e-05,0.1,0.243,74.521,audio_features,4FaLpfPfxHBPA0LJcSsrYA,spotify:track:4FaLpfPfxHBPA0LJcSsrYA,https://api.spotify.com/v1/tracks/4FaLpfPfxHBPA0LJcSsrYA,https://api.spotify.com/v1/audio-analysis/4FaLpfPfxHBPA0LJcSsrYA,177186,4
136,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,
138,0.19,0.582,0,-5.358,0,0.0378,0.317,0,0.109,0.235,53.311,audio_features,1bAMRpm6JOcWrt5CUUOeNw,spotify:track:1bAMRpm6JOcWrt5CUUOeNw,https://api.spotify.com/v1/tracks/1bAMRpm6JOcWrt5CUUOeNw,https://api.spotify.com/v1/audio-analysis/1bAMRpm6JOcWrt5CUUOeNw,186533,4
139,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,
141,0.426,0.45,2,-8.91,0,0.0252,0.0791,0,0.127,0.208,82.107,audio_features,0fvafkeEoF6Y9gGLK3Wnu3,spotify:track:0fvafkeEoF6Y9gGLK3Wnu3,https://api.spotify.com/v1/tracks/0fvafkeEoF6Y9gGLK3Wnu3,https://api.spotify.com/v1/audio-analysis/0fvafkeEoF6Y9gGLK3Wnu3,181990,4
142,0.751,0.738,7,-6.263,0,0.0679,0.175,0,0.311,0.772,128.001,audio_features,2yexaJabgZ6OBOeYSr6JSy,spotify:track:2yexaJabgZ6OBOeYSr6JSy,https://api.spotify.com/v1/tracks/2yexaJabgZ6OBOeYSr6JSy,https://api.spotify.com/v1/audio-analysis/2yexaJabgZ6OBOeYSr6JSy,234988,4
143,0.58,0.493,6,-3.53,1,0.0383,0.399,0,0.0829,0.256,121.904,audio_features,3XhlY1x0LcIyHpZJB1g6WS,spotify:track:3XhlY1x0LcIyHpZJB1g6WS,https://api.spotify.com/v1/tracks/3XhlY1x0LcIyHpZJB1g6WS,https://api.spotify.com/v1/audio-analysis/3XhlY1x0LcIyHpZJB1g6WS,187653,4
144,0.656,0.894,3,-5.277,0,0.0439,0.00427,3.19e-05,0.0881,0.787,128.0,audio_features,6ILOO5bZA9x6zanAMO0hKr,spotify:track:6ILOO5bZA9x6zanAMO0hKr,https://api.spotify.com/v1/tracks/6ILOO5bZA9x6zanAMO0hKr,https://api.spotify.com/v1/audio-analysis/6ILOO5bZA9x6zanAMO0hKr,169181,4
145,,,,,,,,,,,,,,,,,,
146,0.648,0.926,9,-4.177,0,0.0394,0.0884,0,0.0702,0.92,135.91,audio_features,0DkS9GB9fVpgmIY0I87QOJ,spotify:track:0DkS9GB9fVpgmIY0I87QOJ,https://api.spotify.com/v1/tracks/0DkS9GB9fVpgmIY0I87QOJ,https://api.spotify.com/v1/audio-analysis/0DkS9GB9fVpgmIY0I87QOJ,211493,4
147,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,
150,0.569,0.889,4,-4.432,0,0.0693,0.141,2.62e-05,0.0972,0.92,176.854,audio_features,5pX8S6xCA08WHIbddDnGRP,spotify:track:5pX8S6xCA08WHIbddDnGRP,https://api.spotify.com/v1/tracks/5pX8S6xCA08WHIbddDnGRP,https://api.spotify.com/v1/audio-analysis/5pX8S6xCA08WHIbddDnGRP,186573,4
151,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,
153,0.779,0.838,8,-4.078,1,0.0552,0.0506,0,0.0523,0.711,111.98,audio_features,6r8sLTu4D4k27kmeSoCTzB,spotify:track:6r8sLTu4D4k27kmeSoCTzB,https://api.spotify.com/v1/tracks/6r8sLTu4D4k27kmeSoCTzB,https://api.spotify.com/v1/audio-analysis/6r8sLTu4D4k27kmeSoCTzB,181010,4
154,0.694,0.391,6,-11.089,1,0.0303,0.488,0.273,0.123,0.382,116.046,audio_features,6C2GZHFFO8uXuMYCHiW5Y4,spotify:track:6C2GZHFFO8uXuMYCHiW5Y4,https://api.spotify.com/v1/tracks/6C2GZHFFO8uXuMYCHiW5Y4,https://api.spotify.com/v1/audio-analysis/6C2GZHFFO8uXuMYCHiW5Y4,212693,4
155,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,
157,0.551,0.615,1,-4.921,0,0.0344,0.00762,1.01e-06,0.328,0.344,179.953,audio_features,3mwZp69BqdKAkstJQyrcNd,spotify:track:3mwZp69BqdKAkstJQyrcNd,https://api.spotify.com/v1/tracks/3mwZp69BqdKAkstJQyrcNd,https://api.spotify.com/v1/audio-analysis/3mwZp69BqdKAkstJQyrcNd,178853,4
158,,,,,,,,,,,,,,,,,,
159,0.621,0.718,2,-2.99,0,0.0306,0.563,0,0.182,0.311,128.02,audio_features,2OQ8r8PyqHRQgP5rZoNk5K,spotify:track:2OQ8r8PyqHRQgP5rZoNk5K,https://api.spotify.com/v1/tracks/2OQ8r8PyqHRQgP5rZoNk5K,https://api.spotify.com/v1/audio-analysis/2OQ8r8PyqHRQgP5rZoNk5K,183422,4
160,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,
162,0.464,0.681,6,-6.572,1,0.0347,0.0113,0,0.171,0.347,132.161,audio_features,0FyoA6hNmCcGN5JKx8Rddp,spotify:track:0FyoA6hNmCcGN5JKx8Rddp,https://api.spotify.com/v1/tracks/0FyoA6hNmCcGN5JKx8Rddp,https://api.spotify.com/v1/audio-analysis/0FyoA6hNmCcGN5JKx8Rddp,180893,4
163,0.488,0.557,5,-6.763,1,0.0283,0.343,0,0.205,0.331,77.919,audio_features,1AyIVywds9OFxkhRXdPQ7j,spotify:track:1AyIVywds9OFxkhRXdPQ7j,https://api.spotify.com/v1/tracks/1AyIVywds9OFxkhRXdPQ7j,https://api.spotify.com/v1/audio-analysis/1AyIVywds9OFxkhRXdPQ7j,180185,4
164,0.81,0.91,11,-5.104,0,0.0468,0.0198,0.00284,0.282,0.602,94.983,audio_features,1PYaCFko32RUtuSMuQTRAT,spotify:track:1PYaCFko32RUtuSMuQTRAT,https://api.spotify.com/v1/tracks/1PYaCFko32RUtuSMuQTRAT,https://api.spotify.com/v1/audio-analysis/1PYaCFko32RUtuSMuQTRAT,179827,4
165,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,
173,0.656,0.644,5,-7.089,1,0.0761,0.432,0,0.159,0.543,171.763,audio_features,4TehWvsJK8Inb4esGxtNDc,spotify:track:4TehWvsJK8Inb4esGxtNDc,https://api.spotify.com/v1/tracks/4TehWvsJK8Inb4esGxtNDc,https://api.spotify.com/v1/audio-analysis/4TehWvsJK8Inb4esGxtNDc,186977,4
174,,,,,,,,,,,,,,,,,,
175,0.493,0.339,9,-8.702,1,0.0255,0.503,0,0.124,0.394,74.93,audio_features,4Q0yu5ez3b3zFaTLNtdduq,spotify:track:4Q0yu5ez3b3zFaTLNtdduq,https://api.spotify.com/v1/tracks/4Q0yu5ez3b3zFaTLNtdduq,https://api.spotify.com/v1/audio-analysis/4Q0yu5ez3b3zFaTLNtdduq,180962,4
176,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,
179,0.556,0.632,6,-4.438,1,0.0359,0.196,0,0.114,0.152,126.03,audio_features,5klQSk2bLb0U3vnvGJUZf4,spotify:track:5klQSk2bLb0U3vnvGJUZf4,https://api.spotify.com/v1/tracks/5klQSk2bLb0U3vnvGJUZf4,https://api.spotify.com/v1/audio-analysis/5klQSk2bLb0U3vnvGJUZf4,218893,4
180,0.339,0.952,11,-4.418,0,0.424,0.004,0.000208,0.241,0.395,192.179,audio_features,4q8NpLGEVaMLLzlnoaYgV6,spotify:track:4q8NpLGEVaMLLzlnoaYgV6,https://api.spotify.com/v1/tracks/4q8NpLGEVaMLLzlnoaYgV6,https://api.spotify.com/v1/audio-analysis/4q8NpLGEVaMLLzlnoaYgV6,182560,4
181,,,,,,,,,,,,,,,,,,
182,0.541,0.834,0,-5.258,0,0.0663,0.00498,0,0.191,0.355,128.012,audio_features,4LVHVbWMCthAmnN9RJOqip,spotify:track:4LVHVbWMCthAmnN9RJOqip,https://api.spotify.com/v1/tracks/4LVHVbWMCthAmnN9RJOqip,https://api.spotify.com/v1/audio-analysis/4LVHVbWMCthAmnN9RJOqip,180000,4
183,0.462,0.317,2,-8.373,0,0.0292,0.859,0,0.143,0.236,120.137,audio_features,0gbIrlLpSKnonxTfdWI3zA,spotify:track:0gbIrlLpSKnonxTfdWI3zA,https://api.spotify.com/v1/tracks/0gbIrlLpSKnonxTfdWI3zA,https://api.spotify.com/v1/audio-analysis/0gbIrlLpSKnonxTfdWI3zA,178867,3
184,0.409,0.817,11,-4.274,0,0.0411,0.0112,4.04e-05,0.182,0.251,79.956,audio_features,5RNQYSq4W6SyvzjG0aNcdV,spotify:track:5RNQYSq4W6SyvzjG0aNcdV,https://api.spotify.com/v1/tracks/5RNQYSq4W6SyvzjG0aNcdV,https://api.spotify.com/v1/audio-analysis/5RNQYSq4W6SyvzjG0aNcdV,180013,4
185,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,
187,0.379,0.347,9,-7.503,1,0.0321,0.715,0,0.244,0.436,122.308,audio_features,2pDv9QdZ6hpdGyi0qFG8Js,spotify:track:2pDv9QdZ6hpdGyi0qFG8Js,https://api.spotify.com/v1/tracks/2pDv9QdZ6hpdGyi0qFG8Js,https://api.spotify.com/v1/audio-analysis/2pDv9QdZ6hpdGyi0qFG8Js,183787,4
188,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,
191,0.58,0.786,10,-4.864,1,0.0332,0.00434,0,0.105,0.7,136.95,audio_features,1iqnkBWge47Yhboceuceas,spotify:track:1iqnkBWge47Yhboceuceas,https://api.spotify.com/v1/tracks/1iqnkBWge47Yhboceuceas,https://api.spotify.com/v1/audio-analysis/1iqnkBWge47Yhboceuceas,183520,4
192,,,,,,,,,,,,,,,,,,
193,0.354,0.445,5,-7.234,1,0.0323,0.204,8.98e-06,0.119,0.165,128.735,audio_features,4AKJSL7TqJ1JwSdTMm45ht,spotify:track:4AKJSL7TqJ1JwSdTMm45ht,https://api.spotify.com/v1/tracks/4AKJSL7TqJ1JwSdTMm45ht,https://api.spotify.com/v1/audio-analysis/4AKJSL7TqJ1JwSdTMm45ht,259000,4
194,,,,,,,,,,,,,,,,,,
195,0.224,0.591,1,-4.425,0,0.0332,0.605,2.38e-05,0.433,0.303,184.842,audio_features,1w2jm6QteAq3qw9xAYSe2W,spotify:track:1w2jm6QteAq3qw9xAYSe2W,https://api.spotify.com/v1/tracks/1w2jm6QteAq3qw9xAYSe2W,https://api.spotify.com/v1/audio-analysis/1w2jm6QteAq3qw9xAYSe2W,179995,3
196,0.703,0.809,0,-4.897,1,0.0518,0.0253,0.000341,0.276,0.812,126.99,audio_features,73VPoYetnfQbWT8R9QJzaD,spotify:track:73VPoYetnfQbWT8R9QJzaD,https://api.spotify.com/v1/tracks/73VPoYetnfQbWT8R9QJzaD,https://api.spotify.com/v1/audio-analysis/73VPoYetnfQbWT8R9QJzaD,218540,4
197,,,,,,,,,,,,,,,,,,
198,0.635,0.858,11,-5.092,0,0.0339,0.00173,2.14e-05,0.296,0.87,110.011,audio_features,47qzVDvkWDUu3yUL3jnFlC,spotify:track:47qzVDvkWDUu3yUL3jnFlC,https://api.spotify.com/v1/tracks/47qzVDvkWDUu3yUL3jnFlC,https://api.spotify.com/v1/audio-analysis/47qzVDvkWDUu3yUL3jnFlC,179440,4
199,0.518,0.679,11,-5.406,0,0.0355,0.079,4.85e-05,0.0588,0.106,132.146,audio_features,2knr7ikPt4l7bk92qS4ZXW,spotify:track:2knr7ikPt4l7bk92qS4ZXW,https://api.spotify.com/v1/tracks/2knr7ikPt4l7bk92qS4ZXW,https://api.spotify.com/v1/audio-analysis/2knr7ikPt4l7bk92qS4ZXW,214133,4
200,0.698,0.959,4,-5.127,1,0.0721,0.183,0,0.726,0.639,102.022,audio_features,6Sa2IXbpv1TTpYdBY0dJXH,spotify:track:6Sa2IXbpv1TTpYdBY0dJXH,https://api.spotify.com/v1/tracks/6Sa2IXbpv1TTpYdBY0dJXH,https://api.spotify.com/v1/audio-analysis/6Sa2IXbpv1TTpYdBY0dJXH,181745,4
201,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,
203,0.651,0.874,0,-4.176,1,0.0404,0.00118,0,0.0678,0.636,122.02,audio_features,3crsaMSUy4NWIm0ARcMRFK,spotify:track:3crsaMSUy4NWIm0ARcMRFK,https://api.spotify.com/v1/tracks/3crsaMSUy4NWIm0ARcMRFK,https://api.spotify.com/v1/audio-analysis/3crsaMSUy4NWIm0ARcMRFK,182480,4
204,0.734,0.517,2,-10.13,0,0.327,0.356,0,0.0792,0.211,129.788,audio_features,1tvQ2CzMCbcVGylkU9u8TS,spotify:track:1tvQ2CzMCbcVGylkU9u8TS,https://api.spotify.com/v1/tracks/1tvQ2CzMCbcVGylkU9u8TS,https://api.spotify.com/v1/audio-analysis/1tvQ2CzMCbcVGylkU9u8TS,181838,4
205,0.659,0.731,10,-5.555,1,0.0385,0.000886,0,0.0728,0.863,144.034,audio_features,0xCMGAf80y3dUevG2qXpvS,spotify:track:0xCMGAf80y3dUevG2qXpvS,https://api.spotify.com/v1/tracks/0xCMGAf80y3dUevG2qXpvS,https://api.spotify.com/v1/audio-analysis/0xCMGAf80y3dUevG2qXpvS,183093,3
206,0.377,0.73,5,-6.984,1,0.0546,0.592,1.8e-06,0.865,0.353,87.628,audio_features,06yHUA1bk2QnwjtXAvufcE,spotify:track:06yHUA1bk2QnwjtXAvufcE,https://api.spotify.com/v1/tracks/06yHUA1bk2QnwjtXAvufcE,https://api.spotify.com/v1/audio-analysis/06yHUA1bk2QnwjtXAvufcE,222882,4
207,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,
209,0.53,0.512,2,-8.37,1,0.0296,0.166,3.57e-06,0.09,0.184,73.057,audio_features,2rckqWWzE0HM3C6ZppBr0f,spotify:track:2rckqWWzE0HM3C6ZppBr0f,https://api.spotify.com/v1/tracks/2rckqWWzE0HM3C6ZppBr0f,https://api.spotify.com/v1/audio-analysis/2rckqWWzE0HM3C6ZppBr0f,186000,4
210,0.529,0.648,6,-8.2,0,0.029,0.451,0,0.0364,0.386,84.111,audio_features,60w4OUxN2PmTnlrgk4aRBX,spotify:track:60w4OUxN2PmTnlrgk4aRBX,https://api.spotify.com/v1/tracks/60w4OUxN2PmTnlrgk4aRBX,https://api.spotify.com/v1/audio-analysis/60w4OUxN2PmTnlrgk4aRBX,177093,4
211,0.496,0.668,7,-6.276,1,0.0293,0.157,0,0.102,0.408,146.929,audio_features,0roS9EnPrJlnpdyBtcie8R,spotify:track:0roS9EnPrJlnpdyBtcie8R,https://api.spotify.com/v1/tracks/0roS9EnPrJlnpdyBtcie8R,https://api.spotify.com/v1/audio-analysis/0roS9EnPrJlnpdyBtcie8R,181774,4
212,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,
216,0.659,0.936,2,-3.519,1,0.0606,0.283,0.0207,0.192,0.884,161.983,audio_features,37s8uwIjw72XfMseKJXNOO,spotify:track:37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/tracks/37s8uwIjw72XfMseKJXNOO,https://api.spotify.com/v1/audio-analysis/37s8uwIjw72XfMseKJXNOO,155009,4
217,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,
219,0.292,0.771,10,-3.726,0,0.0453,0.797,0.196,0.148,0.228,128.235,audio_features,3ZMFGLy09TWcbWgLJjaKEz,spotify:track:3ZMFGLy09TWcbWgLJjaKEz,https://api.spotify.com/v1/tracks/3ZMFGLy09TWcbWgLJjaKEz,https://api.spotify.com/v1/audio-analysis/3ZMFGLy09TWcbWgLJjaKEz,175667,4
220,0.528,0.414,0,-7.316,1,0.035,0.718,0.00121,0.221,0.374,143.659,audio_features,6prnx4byUI5sRfW6Ub5BT6,spotify:track:6prnx4byUI5sRfW6Ub5BT6,https://api.spotify.com/v1/tracks/6prnx4byUI5sRfW6Ub5BT6,https://api.spotify.com/v1/audio-analysis/6prnx4byUI5sRfW6Ub5BT6,212293,4
221,0.761,0.398,9,-6.472,1,0.0375,0.251,0,0.0976,0.652,127.919,audio_features,4GtO1RnTMOhGusfp63Q3MN,spotify:track:4GtO1RnTMOhGusfp63Q3MN,https://api.spotify.com/v1/tracks/4GtO1RnTMOhGusfp63Q3MN,https://api.spotify.com/v1/audio-analysis/4GtO1RnTMOhGusfp63Q3MN,168949,4
222,,,,,,,,,,,,,,,,,,
223,0.74,0.888,4,-3.857,0,0.0613,0.0073,0.0037,0.104,0.805,148.032,audio_features,4AUdbSiP8eGcJK75p4bIDK,spotify:track:4AUdbSiP8eGcJK75p4bIDK,https://api.spotify.com/v1/tracks/4AUdbSiP8eGcJK75p4bIDK,https://api.spotify.com/v1/audio-analysis/4AUdbSiP8eGcJK75p4bIDK,229747,4
224,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,
226,0.506,0.466,7,-5.01,1,0.0382,0.213,0,0.0953,0.0981,122.785,audio_features,6w44eqrgNiCQqPNwGaTSSJ,spotify:track:6w44eqrgNiCQqPNwGaTSSJ,https://api.spotify.com/v1/tracks/6w44eqrgNiCQqPNwGaTSSJ,https://api.spotify.com/v1/audio-analysis/6w44eqrgNiCQqPNwGaTSSJ,179819,4
227,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,
236,0.283,0.242,9,-5.376,1,0.0328,0.826,2.67e-05,0.134,0.22,132.833,audio_features,7FnI80Vp8EjRwyhvdMqsR3,spotify:track:7FnI80Vp8EjRwyhvdMqsR3,https://api.spotify.com/v1/tracks/7FnI80Vp8EjRwyhvdMqsR3,https://api.spotify.com/v1/audio-analysis/7FnI80Vp8EjRwyhvdMqsR3,185547,4
237,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,
240,0.471,0.345,9,-8.373,1,0.0334,0.625,0,0.144,0.418,128.695,audio_features,4cdzY3vgDsEhlnBk3PhrRO,spotify:track:4cdzY3vgDsEhlnBk3PhrRO,https://api.spotify.com/v1/tracks/4cdzY3vgDsEhlnBk3PhrRO,https://api.spotify.com/v1/audio-analysis/4cdzY3vgDsEhlnBk3PhrRO,180940,4
241,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,
243,0.395,0.464,0,-5.174,1,0.0294,0.329,1.21e-06,0.0917,0.16,129.634,audio_features,5YCF8B3rQbudjv78Uw4rPt,spotify:track:5YCF8B3rQbudjv78Uw4rPt,https://api.spotify.com/v1/tracks/5YCF8B3rQbudjv78Uw4rPt,https://api.spotify.com/v1/audio-analysis/5YCF8B3rQbudjv78Uw4rPt,179973,4
244,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,
247,0.557,0.681,9,-7.065,0,0.0266,0.0121,2.88e-05,0.138,0.415,111.955,audio_features,19BkfCQ8jcAlb33zf7jzVa,spotify:track:19BkfCQ8jcAlb33zf7jzVa,https://api.spotify.com/v1/tracks/19BkfCQ8jcAlb33zf7jzVa,https://api.spotify.com/v1/audio-analysis/19BkfCQ8jcAlb33zf7jzVa,228310,4
248,,,,,,,,,,,,,,,,,,
249,0.529,0.861,3,-4.978,0,0.0712,0.0452,3.46e-06,0.147,0.303,131.966,audio_features,5htZ21M2zhg3WLTib7YQ5r,spotify:track:5htZ21M2zhg3WLTib7YQ5r,https://api.spotify.com/v1/tracks/5htZ21M2zhg3WLTib7YQ5r,https://api.spotify.com/v1/audio-analysis/5htZ21M2zhg3WLTib7YQ5r,180037,4
250,0.634,0.407,4,-6.469,0,0.0397,0.718,1.02e-06,0.138,0.118,119.929,audio_features,7CJ8kE34MpQpL8jZUazdPt,spotify:track:7CJ8kE34MpQpL8jZUazdPt,https://api.spotify.com/v1/tracks/7CJ8kE34MpQpL8jZUazdPt,https://api.spotify.com/v1/audio-analysis/7CJ8kE34MpQpL8jZUazdPt,180088,4
251,0.642,0.934,11,-4.706,1,0.06,0.00208,1.08e-06,0.0612,0.721,129.024,audio_features,1xSl7uE9De7aLDEGXahCJB,spotify:track:1xSl7uE9De7aLDEGXahCJB,https://api.spotify.com/v1/tracks/1xSl7uE9De7aLDEGXahCJB,https://api.spotify.com/v1/audio-analysis/1xSl7uE9De7aLDEGXahCJB,172746,4
252,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,
261,0.259,0.581,9,-8.383,1,0.0848,0.552,4.11e-06,0.905,0.226,184.744,audio_features,068tmpCeSwnAWm3XtECRj9,spotify:track:068tmpCeSwnAWm3XtECRj9,https://api.spotify.com/v1/tracks/068tmpCeSwnAWm3XtECRj9,https://api.spotify.com/v1/audio-analysis/068tmpCeSwnAWm3XtECRj9,227307,3
262,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,
264,0.589,0.614,7,-6.346,1,0.0398,0.36,0,0.113,0.413,96.997,audio_features,0tUCbArcV1LIbXSEye6uys,spotify:track:0tUCbArcV1LIbXSEye6uys,https://api.spotify.com/v1/tracks/0tUCbArcV1LIbXSEye6uys,https://api.spotify.com/v1/audio-analysis/0tUCbArcV1LIbXSEye6uys,253333,4
265,0.473,0.566,0,-7.023,0,0.0278,0.35,0,0.0697,0.226,84.0,audio_features,0WVmw3JD2FMQClBH9ZZGbf,spotify:track:0WVmw3JD2FMQClBH9ZZGbf,https://api.spotify.com/v1/tracks/0WVmw3JD2FMQClBH9ZZGbf,https://api.spotify.com/v1/audio-analysis/0WVmw3JD2FMQClBH9ZZGbf,197253,4
266,0.649,0.923,6,-4.718,0,0.0656,0.0362,0,0.155,0.651,127.953,audio_features,3KcRTivsw7hbxSRMGDtsMS,spotify:track:3KcRTivsw7hbxSRMGDtsMS,https://api.spotify.com/v1/tracks/3KcRTivsw7hbxSRMGDtsMS,https://api.spotify.com/v1/audio-analysis/3KcRTivsw7hbxSRMGDtsMS,177563,4
267,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,
270,0.522,0.778,6,-3.523,0,0.0388,0.438,2.38e-06,0.107,0.385,152.214,audio_features,72pPz0QL8HncjUkgFJguHb,spotify:track:72pPz0QL8HncjUkgFJguHb,https://api.spotify.com/v1/tracks/72pPz0QL8HncjUkgFJguHb,https://api.spotify.com/v1/audio-analysis/72pPz0QL8HncjUkgFJguHb,186253,4
